handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,label_3m,label_6m,rating_bucket,rating_change_3m
huxch135,2020-08-14,1978,9.26,33,1574.3,6.0,0.607,0,1942,2037,1900-2100,-36
huxch135,2020-11-15,1942,11.5,35,1547.3,4.67,0.621,0,2037,2037,1900-2100,95
huxch135,2023-09-30,2116,8.19,36,1589.6,2.0,0.608,0,1877,2114,2100-2400,-239
pengin,2023-12-18,1105,2.43,19,888.0,1.67,0.707,0,1528,1528,800-1200,423
pengin,2023-12-19,1185,2.97,19,932.3,2.0,0.642,0,1528,1528,800-1200,343
pengin,2023-12-30,1259,2.91,19,934.3,2.33,0.592,0,1528,1528,1200-1400,269
pengin,2024-01-06,1266,4.92,20,1037.5,2.67,0.6,0,1528,1528,1200-1400,262
pengin,2024-01-15,1331,5.45,20,1039.7,2.67,0.618,0,1528,1528,1200-1400,197
HossamHero7,2020-10-27,963,38.96,20,935.2,1.67,0.559,0,1078,1170,800-1200,115
HossamHero7,2021-06-10,1075,12.69,31,1105.0,0.67,0.513,0,1212,1212,800-1200,137
HossamHero7,2024-06-06,1612,5.5,34,1187.3,2.33,0.522,0,1666,1688,1600-1900,54
HossamHero7,2024-10-19,1741,5.26,34,1191.0,3.33,0.528,0,1703,1677,1600-1900,-38
_tran.haian_0317.,2025-04-21,1319,1.32,23,1004.7,0.33,0.616,0,1572,1731,1200-1400,253
_tran.haian_0317.,2025-04-24,1348,1.44,23,1004.2,0.67,0.614,0,1572,1731,1200-1400,224
_tran.haian_0317.,2025-04-26,1373,1.49,23,1008.0,1.0,0.617,0,1572,1731,1200-1400,199
_tran.haian_0317.,2025-05-31,1352,1.53,25,1069.0,1.33,0.637,0,1610,1731,1200-1400,258
_tran.haian_0317.,2025-06-03,1506,1.56,25,1065.0,1.67,0.639,0,1610,1731,1400-1600,104
e_n1cat_,2024-01-13,1218,38.15,24,1123.5,1.67,0.676,0,1617,1712,1200-1400,399
e_n1cat_,2024-02-17,1501,34.09,27,1188.8,3.0,0.648,0,1748,1610,1400-1600,247
e_n1cat_,2024-03-05,1644,31.95,29,1232.1,4.33,0.632,0,1770,1610,1600-1900,126
e_n1cat_,2024-04-12,1695,32.23,32,1324.9,3.67,0.631,0,1712,1599,1600-1900,17
e_n1cat_,2024-04-30,1751,31.32,33,1331.4,4.33,0.631,0,1712,1599,1600-1900,-39
lrnnz,2024-10-28,1015,10.72,22,945.2,1.67,0.479,0,996,1368,800-1200,-19
lrnnz,2025-04-08,1517,6.58,32,1039.9,3.33,0.53,1,1606,1806,1400-1600,89
lrnnz,2025-06-21,1606,7.58,32,1134.4,5.67,0.564,0,1777,1787,1600-1900,171
lrnnz,2025-10-06,1806,12.67,37,1381.3,4.0,0.608,0,1883,1938,1600-1900,77
lrnnz,2025-12-27,1787,14.13,38,1421.4,5.33,0.611,0,1887,1932,1600-1900,100
unhindered,2023-12-30,1017,20.98,19,940.2,1.67,0.533,0,1287,1409,800-1200,270
unhindered,2024-05-26,1206,10.77,24,1112.1,2.67,0.544,0,1632,1642,1200-1400,426
unhindered,2025-01-20,1655,6.29,31,1174.1,1.33,0.548,0,1734,1652,1600-1900,79
unhindered,2025-04-21,1734,5.9,31,1197.0,4.0,0.554,0,1652,1604,1600-1900,-82
unhindered,2025-08-24,1664,5.33,31,1205.2,2.0,0.557,0,1690,1822,1600-1900,26
Igorjan94,2012-11-11,1401,0.37,16,1261.5,0.67,0.744,0,1521,1650,1400-1600,120
Igorjan94,2015-02-08,1924,1.73,29,1307.8,1.67,0.503,0,1857,1857,1900-2100,-67
Igorjan94,2017-12-29,1771,2.2,33,1438.3,0.67,0.571,0,1731,1985,1600-1900,-40
Igorjan94,2019-11-19,1984,2.57,35,1514.4,1.67,0.579,0,1807,1707,1900-2100,-177
Igorjan94,2021-07-07,2016,2.9,37,1537.6,2.33,0.585,0,1941,1946,1900-2100,-75
WolfBlue,2017-11-19,1487,2.58,26,1352.5,0.67,0.599,0,1717,1684,1400-1600,230
WolfBlue,2018-06-11,1650,3.89,31,1425.1,2.0,0.615,0,1696,1717,1600-1900,46
WolfBlue,2019-01-06,1901,4.0,33,1467.6,2.33,0.605,0,1865,1928,1900-2100,-36
WolfBlue,2020-03-03,1872,4.01,33,1545.8,0.67,0.578,0,1928,1928,1600-1900,56
WolfBlue,2021-02-18,1816,3.63,34,1543.3,2.0,0.585,0,1985,1856,1600-1900,169
xludoud,2026-01-12,1361,1.27,20,1043.2,1.0,0.678,1,1624,1931,1200-1400,263
RealAryan,2024-02-19,1190,4.02,19,977.8,1.67,0.622,0,1431,1624,800-1200,241
RealAryan,2024-06-25,1445,11.71,31,1170.9,1.33,0.61,0,1624,1603,1400-1600,179
RealAryan,2024-07-26,1456,15.47,32,1192.8,3.33,0.581,0,1624,1828,1400-1600,168
RealAryan,2024-12-20,1673,16.22,36,1288.2,1.0,0.576,0,1687,1921,1600-1900,14
RealAryan,2025-02-02,1785,16.91,36,1335.5,3.33,0.571,0,1921,1921,1600-1900,136
chikel,2024-04-06,1313,2.49,20,1056.0,1.67,0.658,0,1721,1709,1200-1400,408
chikel,2024-04-27,1518,3.72,24,1165.3,3.33,0.646,0,1640,1778,1400-1600,122
chikel,2024-05-26,1648,7.51,28,1244.4,5.0,0.575,0,1661,1728,1600-1900,13
chikel,2024-07-23,1622,7.94,30,1346.9,3.33,0.584,0,1778,1789,1600-1900,156
chikel,2024-09-29,1736,9.06,32,1407.4,2.33,0.599,0,1789,1818,1600-1900,53
suncup224,2021-10-24,1763,1.84,28,1581.8,0.0,0.627,0,1929,1941,1600-1900,166
KiloJoule,2025-01-19,1558,2.41,22,1213.8,1.67,0.612,1,1686,1650,1400-1600,128
KiloJoule,2025-01-20,1710,2.55,22,1212.9,2.0,0.611,0,1686,1650,1600-1900,-24
KiloJoule,2025-02-27,1602,2.39,22,1259.5,1.67,0.647,0,1561,1650,1600-1900,-41
KiloJoule,2025-04-05,1651,2.01,22,1256.5,1.0,0.658,0,1650,1683,1600-1900,-1
KiloJoule,2025-04-19,1750,1.93,22,1243.8,1.33,0.656,0,1650,1666,1600-1900,-100
bxjz,2025-08-24,1821,5.57,35,1986.0,0.0,0.501,0,2014,2014,1600-1900,193
quandinh37,2023-12-05,1297,1.28,16,980.0,1.0,0.773,0,1406,1363,1200-1400,109
quandinh37,2023-12-24,1357,1.21,16,988.9,1.33,0.68,0,1406,1363,1200-1400,49
quandinh37,2023-12-28,1284,1.49,18,997.1,1.33,0.648,0,1406,1363,1200-1400,122
quandinh37,2024-01-06,1396,1.49,18,986.1,1.67,0.648,0,1406,1363,1200-1400,10
quandinh37,2024-01-15,1372,1.61,18,980.5,1.67,0.656,0,1397,1363,1200-1400,25
33DAI,2016-09-23,1416,0.36,13,1135.3,0.0,0.769,0,1311,1311,1400-1600,-105
33DAI,2017-12-28,1311,0.21,14,1166.7,0.0,0.776,0,1325,1408,1200-1400,14
HuynhGiangNhatKhang,2025-11-29,1266,4.77,21,1039.3,1.67,0.577,0,1521,1772,1200-1400,255
HuynhGiangNhatKhang,2026-02-15,1419,2.59,21,1109.3,0.67,0.598,0,1816,1928,1400-1600,397
HuynhGiangNhatKhang,2026-02-25,1544,2.55,22,1113.0,0.67,0.606,0,1772,1928,1400-1600,228
HuynhGiangNhatKhang,2026-02-27,1521,2.78,23,1107.8,0.67,0.609,0,1772,1928,1400-1600,251
HuynhGiangNhatKhang,2026-03-08,1523,2.7,23,1111.3,1.0,0.612,0,1877,1928,1400-1600,354
WhySoSerious16,2024-10-14,1125,57.37,30,1253.3,1.67,0.593,0,1677,1740,800-1200,552
WhySoSerious16,2024-11-09,1440,66.04,34,1292.3,4.33,0.628,0,1787,1694,1400-1600,347
WhySoSerious16,2024-12-20,1616,60.42,35,1340.0,6.67,0.624,0,1775,1694,1600-1900,159
WhySoSerious16,2025-02-28,1715,51.89,37,1420.7,4.33,0.622,0,1694,1807,1600-1900,-21
WhySoSerious16,2025-08-26,1957,32.63,37,1449.0,0.67,0.604,0,1541,1592,1900-2100,-416
bstiat.,2022-04-17,1193,0.8,26,1777.3,1.33,0.673,0,1511,1459,800-1200,318
bstiat.,2022-04-21,1266,1.06,26,1584.7,2.0,0.504,0,1511,1459,1200-1400,245
bstiat.,2022-05-13,1389,1.11,26,1564.6,2.33,0.516,0,1481,1693,1200-1400,92
bstiat.,2022-05-22,1495,1.28,26,1513.0,3.0,0.527,0,1481,1685,1400-1600,-14
bstiat.,2022-06-18,1377,1.35,26,1536.0,3.33,0.534,0,1481,1685,1200-1400,104
pseuda,2016-05-17,1296,0.42,12,1150.0,0.67,0.741,0,1312,1298,1200-1400,16
pseuda,2017-01-06,1482,1.35,21,1173.6,3.67,0.628,0,1347,1665,1400-1600,-135
pseuda,2017-09-01,1692,1.74,25,1247.7,1.67,0.63,0,1638,1897,1600-1900,-54
pseuda,2018-11-26,1800,1.69,28,1353.3,1.0,0.622,0,1768,1732,1600-1900,-32
pseuda,2019-08-05,1986,2.39,33,1485.8,2.0,0.594,0,2114,2026,1900-2100,128
xingtiankai2023,2025-12-19,1720,0.59,23,1368.3,1.67,0.58,0,2112,1882,1600-1900,392
xingtiankai2023,2026-01-17,1864,1.11,24,1561.0,3.0,0.58,0,2001,1928,1600-1900,137
xingtiankai2023,2026-02-21,1874,1.58,27,1648.0,3.67,0.573,0,1815,1928,1600-1900,-59
xingtiankai2023,2026-03-08,2045,1.8,30,1625.3,4.33,0.584,0,1753,1928,1900-2100,-292
xingtiankai2023,2026-03-29,1996,2.04,32,1616.9,4.33,0.588,0,1928,1928,1900-2100,-68
Hori,2023-04-29,1388,2.77,20,1133.3,1.67,0.7,1,1799,1790,1200-1400,411
Hori,2023-09-10,1799,1.73,28,1150.0,1.33,0.756,1,1887,1740,1600-1900,88
Hori,2023-12-09,1887,1.93,28,1160.8,2.33,0.785,1,1740,1737,1600-1900,-147
Hori,2024-03-30,1740,2.99,31,1525.3,1.33,0.682,1,1943,1963,1600-1900,203
Hori,2024-10-14,1963,5.24,34,1535.5,0.0,0.487,0,1897,1942,1900-2100,-66
nooooob_IbRaHiM2,2023-08-15,1184,2.17,14,1066.7,1.67,0.637,0,1472,1471,800-1200,288
nooooob_IbRaHiM2,2023-11-19,1472,16.85,31,1265.8,3.33,0.243,0,1490,1633,1400-1600,18
nooooob_IbRaHiM2,2024-02-15,1471,17.68,31,1241.3,3.67,0.223,0,1633,1555,1400-1600,162
nooooob_IbRaHiM2,2024-04-27,1565,18.01,34,1276.2,4.0,0.228,1,1543,1459,1400-1600,-22
nooooob_IbRaHiM2,2024-07-20,1546,18.93,37,1309.0,3.67,0.246,0,1525,1617,1400-1600,-21
01eg,2019-12-15,1355,0.84,11,1041.7,1.0,0.71,0,1472,1489,1200-1400,117
01eg,2020-10-11,1575,1.43,25,1207.8,2.33,0.607,0,1961,1802,1400-1600,386
01eg,2021-05-30,1751,2.0,31,1271.1,2.0,0.634,0,1677,1944,1600-1900,-74
01eg,2021-08-01,1865,2.63,34,1326.4,4.67,0.64,0,1866,1835,1600-1900,1
01eg,2021-11-23,1866,2.83,35,1351.5,3.67,0.647,0,1815,1689,1600-1900,-51
I_will_AKIOI,2024-02-06,1310,6.81,22,1168.0,1.67,0.6,0,1542,1566,1200-1400,232
I_will_AKIOI,2024-03-22,1589,11.23,28,1196.9,4.33,0.496,0,1523,1631,1400-1600,-66
I_will_AKIOI,2024-07-07,1523,11.98,31,1295.7,2.67,0.52,0,1593,1782,1400-1600,70
I_will_AKIOI,2024-08-11,1584,14.44,31,1329.8,4.67,0.52,0,1594,1688,1400-1600,10
I_will_AKIOI,2024-11-23,1668,11.77,31,1342.6,2.33,0.528,0,1641,1890,1600-1900,-27
T_Danh,2025-01-17,1036,4.14,20,1255.6,1.0,0.557,0,1486,1616,800-1200,450
T_Danh,2025-02-28,1148,5.21,25,1209.1,4.67,0.595,0,1416,1635,800-1200,268
T_Danh,2025-04-28,1322,6.0,28,1300.0,6.33,0.598,0,1770,1551,1200-1400,448
T_Danh,2025-06-17,1490,6.39,31,1339.1,6.67,0.609,0,1681,1551,1400-1600,191
T_Danh,2025-09-15,1607,6.23,31,1342.9,4.0,0.606,0,1551,1608,1600-1900,-56
astilate,2023-05-08,1504,0.11,19,1220.0,0.67,0.648,0,1612,1817,1400-1600,108
astilate,2023-08-15,1586,0.48,24,1307.4,3.33,0.685,0,1817,1783,1400-1600,231
astilate,2023-12-30,1851,0.69,27,1282.9,1.67,0.68,0,1859,1749,1600-1900,8
astilate,2024-08-04,1749,0.92,30,1298.5,0.33,0.644,0,1988,2047,1600-1900,239
astilate,2025-03-10,2047,1.29,32,1330.4,0.0,0.636,0,2093,1951,1900-2100,46
igba,2018-08-03,1474,2.57,25,1310.5,1.67,0.551,0,1572,1658,1400-1600,98
igba,2018-09-21,1533,4.09,29,1458.5,3.33,0.558,0,1542,1582,1400-1600,9
igba,2019-01-23,1561,3.93,30,1444.4,1.67,0.571,0,1769,1709,1400-1600,208
igba,2019-04-22,1764,7.56,32,1585.1,2.67,0.571,0,1709,1795,1600-1900,-55
igba,2019-06-07,1776,8.52,32,1588.7,4.0,0.585,0,1810,1892,1600-1900,34
AnAverageElectrician,2024-03-01,1357,0.34,23,1080.0,1.67,0.543,0,1509,1839,1200-1400,152
AnAverageElectrician,2024-06-06,1612,1.11,30,1237.4,3.33,0.565,0,1839,1719,1600-1900,227
AnAverageElectrician,2024-11-01,1753,1.59,30,1247.7,1.33,0.585,0,1838,2001,1600-1900,85
AnAverageElectrician,2025-06-23,2090,1.83,30,1273.6,1.0,0.59,0,1919,1866,1900-2100,-171
AnAverageElectrician,2025-10-19,1874,1.93,30,1280.6,2.67,0.595,0,1911,1847,1600-1900,37
Marslai24,2020-09-12,1149,1.97,18,1022.2,1.67,0.699,0,1184,1305,800-1200,35
Marslai24,2021-02-07,1201,2.58,22,1052.5,3.33,0.627,0,1431,1627,1200-1400,230
Marslai24,2021-04-21,1545,4.77,30,1153.2,7.0,0.601,0,1673,1737,1400-1600,128
Marslai24,2021-08-15,1656,6.71,34,1334.4,4.0,0.599,0,1631,1936,1600-1900,-25
Marslai24,2021-12-01,1725,8.21,37,1409.2,4.67,0.583,0,2068,1896,1600-1900,343
bezdelnick,2023-11-03,1230,0.92,15,927.8,1.67,0.71,1,1654,1593,1200-1400,424
bezdelnick,2023-12-24,1569,1.52,22,1061.0,3.33,0.696,0,1728,1604,1400-1600,159
bezdelnick,2024-02-23,1745,2.58,28,1303.3,3.0,0.632,0,1593,1527,1600-1900,-152
bezdelnick,2024-04-12,1779,2.98,31,1352.4,3.0,0.635,0,1564,1699,1600-1900,-215
bezdelnick,2024-08-25,1527,3.15,34,1385.5,0.67,0.602,0,1634,1870,1400-1600,107
m4ushold,2024-08-25,1435,17.21,22,1011.8,1.67,0.493,0,1609,1676,1400-1600,174
whb569,2024-10-26,1200,9.63,23,1158.8,1.67,0.607,0,1585,1573,800-1200,385
whb569,2024-11-10,1399,8.86,24,1136.4,3.67,0.628,0,1569,1566,1200-1400,170
whb569,2024-12-08,1468,10.23,27,1192.3,5.67,0.599,0,1481,1585,1400-1600,13
whb569,2025-01-26,1585,9.27,30,1184.2,5.0,0.61,0,1573,1582,1400-1600,-12
whb569,2025-04-05,1531,9.54,33,1197.3,2.67,0.607,0,1585,1866,1400-1600,54
Floating_Duck,2022-03-04,1432,0.44,15,933.3,0.0,0.833,0,1506,1633,1400-1600,74
Floating_Duck,2022-03-11,1464,0.65,16,1026.1,0.67,0.747,0,1506,1633,1400-1600,42
Floating_Duck,2022-04-22,1435,0.7,16,1065.5,1.33,0.736,0,1565,1633,1400-1600,130
Floating_Duck,2022-07-18,1506,0.76,21,1114.6,0.67,0.66,0,1633,1633,1400-1600,127
TheSensei,2024-05-30,1454,20.03,25,1281.3,1.67,0.668,0,1457,1552,1400-1600,3
TheSensei,2024-07-15,1485,22.0,27,1348.5,6.0,0.61,0,1670,1660,1400-1600,185
TheSensei,2024-08-25,1442,22.51,29,1374.5,8.67,0.629,0,1552,1764,1400-1600,110
TheSensei,2024-10-26,1495,19.1,31,1377.2,7.0,0.626,0,1716,1812,1400-1600,221
TheSensei,2024-12-19,1590,16.4,31,1365.7,7.0,0.627,0,1761,1812,1400-1600,171
beta_dust,2020-04-15,1397,0.83,14,1114.3,0.67,0.684,0,1496,1566,1200-1400,99
beta_dust,2020-07-19,1496,1.97,22,1206.7,3.33,0.684,0,1566,1602,1400-1600,70
beta_dust,2021-02-18,1683,2.15,27,1304.6,2.0,0.673,0,1775,1862,1600-1900,92
beta_dust,2021-04-29,1646,3.0,28,1387.4,4.0,0.654,0,1856,1787,1600-1900,210
beta_dust,2021-07-25,1882,3.26,31,1420.5,3.67,0.646,0,1704,1915,1600-1900,-178
likesunbaibai,2020-12-28,1222,6.13,25,1296.5,1.67,0.627,0,1586,1690,1200-1400,364
likesunbaibai,2020-12-30,1411,6.57,27,1285.7,2.0,0.621,0,1586,1690,1400-1600,175
likesunbaibai,2021-01-05,1473,6.42,27,1285.1,2.33,0.623,0,1586,1690,1400-1600,113
likesunbaibai,2021-02-28,1504,4.86,27,1379.5,1.33,0.619,0,1690,1690,1400-1600,186
Bliznetc,2019-12-19,1032,5.1,12,1018.8,1.67,0.681,0,1200,1295,800-1200,168
Bliznetc,2020-04-10,1302,5.45,23,1104.9,7.67,0.677,0,1290,1577,1200-1400,-12
Bliznetc,2020-08-16,1529,7.77,27,1214.7,6.67,0.614,0,1350,1556,1400-1600,-179
Bliznetc,2021-01-28,1651,7.85,33,1226.2,5.33,0.616,0,1704,1775,1600-1900,53
Bliznetc,2021-07-30,1758,8.49,34,1339.7,3.67,0.595,0,1699,1731,1600-1900,-59
Porky623,2021-03-25,1535,0.81,27,1610.6,1.33,0.598,0,1923,1923,1400-1600,388
ctzm,2024-07-11,1463,2.83,17,1064.0,1.67,0.642,0,1550,1690,1400-1600,87
ctzm,2024-10-24,1550,1.76,22,1169.0,0.33,0.609,0,1631,1658,1400-1600,81
ctzm,2024-12-22,1569,2.11,25,1225.4,1.33,0.59,0,1648,1774,1400-1600,79
ctzm,2025-01-20,1713,2.22,25,1228.9,2.67,0.595,0,1658,1843,1600-1900,-55
ctzm,2025-05-05,1658,3.01,30,1346.3,1.0,0.575,0,1802,1849,1600-1900,144
plAtEaUpUs,2022-01-22,980,3.79,17,964.0,1.67,0.668,0,1473,1614,800-1200,493
plAtEaUpUs,2022-07-18,1532,13.49,33,1319.9,3.0,0.586,0,1641,1771,1400-1600,109
plAtEaUpUs,2023-01-03,1695,15.87,37,1470.9,4.67,0.605,0,1874,1922,1600-1900,179
plAtEaUpUs,2023-08-17,2001,13.83,37,1537.5,2.0,0.598,0,1905,1954,1900-2100,-96
plAtEaUpUs,2024-04-30,1996,11.97,38,1584.3,3.33,0.599,0,1936,1852,1900-2100,-60
Black_Lung_Morgan,2024-10-20,1060,1.43,13,800.0,1.67,0.743,0,968,968,800-1200,-92
Black_Lung_Morgan,2024-12-03,1046,1.43,17,873.7,3.67,0.746,1,968,942,800-1200,-78
Black_Lung_Morgan,2025-08-26,917,0.58,19,910.0,0.67,0.679,1,1172,1644,800-1200,255
Black_Lung_Morgan,2025-10-24,1132,1.14,22,1017.6,2.33,0.653,1,1604,1644,800-1200,472
Black_Lung_Morgan,2025-11-28,1172,1.87,25,1133.1,3.33,0.631,0,1644,1661,800-1200,472
NaturalSelection,2023-04-27,1477,1.29,19,1182.6,1.67,0.624,0,1623,1718,1400-1600,146
NaturalSelection,2023-05-05,1423,1.4,19,1184.6,1.67,0.613,0,1605,1718,1400-1600,182
NaturalSelection,2023-05-19,1446,1.71,21,1148.5,2.33,0.613,0,1615,1718,1400-1600,169
NaturalSelection,2023-06-04,1390,1.78,22,1140.0,3.0,0.623,0,1615,1724,1200-1400,225
NaturalSelection,2023-06-24,1601,1.88,23,1130.6,3.0,0.636,0,1692,1724,1600-1900,91
durduryu,2024-07-18,1261,0.42,16,1063.2,1.0,0.661,0,1759,1770,1200-1400,498
durduryu,2024-11-30,1809,1.07,25,1356.1,1.0,0.662,0,1871,1800,1600-1900,62
durduryu,2025-03-22,1914,1.37,29,1416.3,2.0,0.659,0,1719,1950,1900-2100,-195
durduryu,2025-05-11,1782,2.13,31,1450.6,4.67,0.641,0,1894,1854,1600-1900,112
durduryu,2025-07-06,1895,2.73,32,1449.8,4.0,0.641,0,1792,1953,1600-1900,-103
1-1-1,2022-05-13,1204,1.78,13,925.0,1.67,0.75,0,1580,1379,1200-1400,376
1-1-1,2022-07-21,1416,4.76,27,1006.3,8.0,0.713,2,1408,1730,1400-1600,-8
1-1-1,2024-06-16,1817,2.92,31,1156.2,3.0,0.675,0,1759,1814,1600-1900,-58
1-1-1,2024-10-27,1698,3.45,33,1222.1,4.33,0.653,0,1761,1824,1600-1900,63
VitaliiV,2023-10-28,938,5.09,13,922.2,1.67,0.68,0,1168,1506,800-1200,230
VitaliiV,2024-01-27,1168,10.1,28,1059.1,5.33,0.572,0,1506,1661,800-1200,338
VitaliiV,2024-04-06,1521,13.71,31,1169.7,6.67,0.567,0,1608,1661,1400-1600,87
VitaliiV,2024-06-16,1431,15.12,35,1212.6,6.67,0.564,0,1661,1661,1400-1600,230
VitaliiV,2025-05-24,1674,11.43,36,1285.1,3.67,0.572,0,1605,1921,1600-1900,-69
ecubic,2025-12-23,1500,4.84,15,1157.1,1.67,0.758,0,1747,1921,1400-1600,247
ecubic,2026-01-12,1576,4.31,22,1151.6,2.33,0.682,1,1930,1921,1400-1600,354
ecubic,2026-02-08,1706,3.63,22,1182.5,3.0,0.699,1,1828,1921,1600-1900,122
ecubic,2026-02-23,1882,4.17,26,1234.5,3.33,0.717,0,1888,1921,1600-1900,6
ecubic,2026-03-08,1752,3.99,27,1228.3,3.33,0.713,0,1888,1921,1600-1900,136
wangyueheng123,2026-03-21,1573,2.43,33,1859.8,1.0,0.531,0,1921,1921,1400-1600,348
EP11LU,2023-11-03,1019,11.48,31,1466.8,1.33,0.59,0,1479,1701,800-1200,460
EP11LU,2024-01-27,1325,16.18,37,1589.6,3.33,0.562,0,1622,1645,1200-1400,297
EP11LU,2024-03-01,1495,21.49,37,1650.6,5.67,0.562,0,1808,1769,1400-1600,313
EP11LU,2024-05-30,1701,23.85,37,1689.9,3.0,0.563,0,1769,2046,1600-1900,68
EP11LU,2024-07-18,1675,25.37,37,1671.1,4.0,0.565,0,1886,2046,1600-1900,211
Fox-516,2021-07-03,1756,0.56,16,1308.0,0.0,0.643,0,1637,1637,1600-1900,-119
Fox-516,2021-07-30,1574,0.6,16,1313.3,0.33,0.674,0,1637,1637,1400-1600,63
Fox-516,2022-07-24,1637,0.82,20,1313.2,0.0,0.634,0,1930,1900,1600-1900,293
SavageFighter001,2022-12-27,1434,0.77,21,1204.8,1.67,0.754,0,1583,1639,1400-1600,149
SavageFighter001,2023-04-09,1583,1.03,23,1174.4,1.0,0.737,0,1625,1635,1400-1600,42
SavageFighter001,2023-06-12,1598,1.33,25,1158.8,2.33,0.756,0,1635,1635,1400-1600,37
SavageFighter001,2023-07-16,1599,1.66,25,1180.6,4.33,0.73,0,1635,1660,1400-1600,36
SavageFighter001,2024-01-06,1791,1.41,27,1165.8,1.0,0.729,0,1878,1920,1600-1900,87
heyuzhen,2026-01-23,1569,2.19,32,2287.8,1.0,0.516,0,1911,1920,1400-1600,342
weixiaog222,2025-03-10,1236,26.54,27,1344.5,1.67,0.573,0,1498,1620,1200-1400,262
weixiaog222,2025-03-29,1348,28.45,29,1404.1,2.33,0.581,0,1498,1631,1200-1400,150
weixiaog222,2025-07-17,1498,17.77,31,1488.9,0.0,0.573,0,1658,1658,1400-1600,160
weixiaog222,2025-07-22,1437,18.38,31,1493.0,0.67,0.579,0,1658,1658,1400-1600,221
weixiaog222,2025-07-31,1444,19.25,31,1503.7,1.33,0.587,0,1658,1658,1400-1600,214
Qazall,2022-10-16,1039,9.55,21,903.2,1.33,0.458,0,894,894,800-1200,-145
Qazall,2023-05-28,1108,7.7,27,1244.9,0.67,0.51,0,1387,1631,800-1200,279
Qazall,2023-07-27,1342,8.03,27,1302.0,3.33,0.52,0,1683,1646,1200-1400,341
Qazall,2023-09-11,1490,9.91,30,1351.0,4.67,0.507,0,1726,1725,1400-1600,236
Qazall,2023-11-03,1593,10.32,32,1372.4,5.0,0.519,0,1646,1933,1400-1600,53
_FM,2024-09-20,1302,2.36,27,1167.6,1.0,0.593,0,1451,1546,1200-1400,149
_FM,2025-01-17,1451,2.7,29,1220.8,0.0,0.583,0,1546,1698,1400-1600,95
jasmin_studer,2022-10-15,1597,1.25,26,1348.4,1.33,0.593,0,1628,1679,1400-1600,31
jasmin_studer,2023-01-08,1683,1.25,28,1326.4,1.67,0.607,0,1679,1679,1600-1900,-4
jasmin_studer,2024-04-06,1738,1.16,29,1405.8,0.67,0.6,0,1687,1901,1600-1900,-51
jasmin_studer,2024-06-09,1562,1.26,29,1403.0,2.0,0.608,0,1940,2134,1400-1600,378
nuistlmy,2021-09-05,1141,2.77,20,1478.4,1.67,0.645,0,1456,1383,800-1200,315
nuistlmy,2021-09-08,1166,2.76,20,1460.5,2.0,0.641,0,1456,1383,800-1200,290
nuistlmy,2021-09-28,1116,4.48,23,1700.0,2.33,0.629,0,1383,1383,800-1200,267
Bleuewoosh,2023-07-21,975,5.69,22,994.0,1.67,0.606,0,738,896,800-1200,-237
Bleuewoosh,2024-02-11,949,5.17,25,1020.7,1.67,0.58,0,1114,1247,800-1200,165
Bleuewoosh,2024-04-08,1032,6.42,26,1092.9,5.33,0.58,1,1396,1146,800-1200,364
Bleuewoosh,2024-06-11,1236,7.44,28,1090.1,5.0,0.575,1,1247,1462,1200-1400,11
Bleuewoosh,2024-09-27,1212,8.31,31,1179.5,3.0,0.577,1,1571,1631,1200-1400,359
JatinSai,2024-11-15,1235,28.29,29,1120.9,1.67,0.541,0,1106,1317,1200-1400,-129
JatinSai,2025-03-25,1210,25.07,34,1162.3,1.33,0.546,0,1343,1511,1200-1400,133
JatinSai,2025-06-23,1386,26.8,35,1153.8,2.33,0.556,0,1482,1467,1200-1400,96
JatinSai,2025-09-07,1403,25.47,35,1171.8,3.33,0.552,0,1424,1534,1400-1600,21
JatinSai,2025-10-19,1546,24.77,35,1173.6,3.67,0.549,0,1588,1820,1400-1600,42
abacaba4613,2024-05-30,1711,2.02,18,1204.5,1.67,0.711,0,1518,1806,1600-1900,-193
abacaba4613,2024-08-25,1494,1.76,22,1141.5,1.67,0.709,0,1806,1761,1400-1600,312
abacaba4613,2024-09-29,1787,2.16,25,1186.9,2.33,0.722,0,1775,1761,1600-1900,-12
abacaba4613,2025-01-20,1775,2.68,29,1195.1,1.0,0.657,0,1761,1873,1600-1900,-14
abacaba4613,2025-06-12,1804,2.33,34,1226.4,0.67,0.674,1,1967,1906,1600-1900,163
maximus2606,2025-04-24,1415,0.43,24,1120.7,0.33,0.697,0,1906,1906,1400-1600,491
maximus2606,2025-04-28,1520,0.49,24,1154.3,0.67,0.679,0,1906,1906,1400-1600,386
maximus2606,2025-05-11,1615,0.53,24,1161.5,1.0,0.689,0,1906,1906,1600-1900,291
maximus2606,2025-06-12,1692,0.57,25,1231.1,1.33,0.66,0,1906,1906,1600-1900,214
maximus2606,2025-06-15,1785,0.61,25,1251.0,1.67,0.668,0,1906,1906,1600-1900,121
spaesk,2019-01-22,1352,4.07,11,932.4,1.67,0.54,0,1415,1409,1200-1400,63
spaesk,2019-04-06,1389,7.88,27,1103.4,3.33,0.569,0,1431,1630,1200-1400,42
spaesk,2019-05-26,1541,11.77,31,1184.0,4.67,0.569,0,1485,1662,1400-1600,-56
