handle,snapshot_date,current_rating,solve_rate_per_week,tag_diversity,avg_problem_rating,contest_frequency,consistency_score,weak_tag_count,rating_volatility,recent_performance,total_ac_count,label_3m,label_6m
curry2004,2025-02-11,1632,9.26,28,1387.2,2.0,0.679,0,173.2,219.2,47,1913,1913
curry2004,2025-02-27,1607,6.93,28,1376.5,2.33,0.685,0,191.1,134.0,51,1913,1913
curry2004,2025-09-09,1913,3.05,30,1435.5,0.0,0.622,0,176.6,82.0,107,1849,2078
speedcode,2024-01-30,1478,3.6,17,913.4,1.67,0.489,0,128.1,295.6,67,1635,1699
speedcode,2024-03-05,1493,5.25,19,1108.2,2.33,0.525,0,170.1,122.8,124,1635,1741
speedcode,2024-03-15,1552,5.43,24,1111.2,3.0,0.53,0,168.3,41.8,136,1699,1741
speedcode,2024-03-22,1580,5.41,24,1109.4,3.67,0.531,0,138.2,25.0,141,1699,1808
speedcode,2024-04-12,1556,5.2,27,1118.9,3.67,0.536,0,104.5,6.6,151,1699,1808
KhaledElGendy,2023-05-19,1036,0.49,19,878.3,1.33,0.498,2,156.0,207.2,24,1313,1313
KhaledElGendy,2023-06-06,978,0.51,22,880.0,2.33,0.506,2,176.3,-4.4,26,1313,1313
KhaledElGendy,2023-06-29,959,0.58,24,896.8,3.0,0.523,2,153.2,-1.2,32,1313,1313
KhaledElGendy,2023-07-11,1177,0.74,24,931.7,3.67,0.556,1,94.3,62.4,42,1313,1419
Swishy123,2022-05-10,1081,2.89,18,961.1,1.67,0.59,0,107.7,216.2,36,1706,1908
Swishy123,2022-09-25,1690,19.18,34,1130.6,5.67,0.618,0,85.4,-12.8,617,1762,1825
Swishy123,2023-02-25,1818,18.7,36,1213.2,5.33,0.623,0,73.7,5.2,1010,1683,1892
Swishy123,2023-08-17,1954,18.51,36,1303.2,3.67,0.617,0,78.0,-2.8,1457,2030,1853
Swishy123,2024-07-18,1840,15.5,37,1366.4,1.33,0.616,0,107.5,10.4,1964,1948,1810
kohada,2024-08-04,1557,6.62,18,1200.0,1.67,0.705,0,130.9,311.4,19,1620,1620
kohada,2025-09-24,1620,0.55,22,1205.9,0.0,0.626,0,180.9,108.6,34,1918,1787
kohada,2025-10-12,1863,0.71,23,1223.9,1.0,0.646,1,130.9,78.0,46,1933,1787
kohada,2026-02-08,1963,1.03,23,1279.1,0.67,0.612,1,86.0,42.0,84,2077,1945
kohada,2026-02-26,2008,1.23,25,1296.2,1.67,0.624,0,57.6,18.0,104,1982,1945
541forever,2021-09-30,1133,2.13,19,1485.4,1.67,0.603,0,99.2,226.6,42,1574,1714
541forever,2021-11-25,1372,2.42,22,1327.3,2.33,0.643,0,122.2,-28.8,67,1664,1763
541forever,2021-12-29,1574,2.7,24,1282.8,4.33,0.668,0,74.1,27.2,88,1714,1763
541forever,2022-03-20,1712,2.58,27,1243.4,2.67,0.691,0,46.8,30.8,114,1763,1804
541forever,2022-07-08,1744,2.54,30,1287.4,1.0,0.658,0,58.8,32.0,152,1837,1765
absolut4,2025-09-09,1602,6.14,17,1162.1,1.67,0.786,0,183.1,320.4,29,1944,1944
niyu,2018-06-23,1337,1.01,22,1169.8,0.67,0.638,0,604.0,267.4,43,1333,1333
niyu,2021-08-09,1617,0.86,32,1386.9,0.67,0.492,0,43.7,6.2,176,1707,1707
niyu,2026-03-08,1636,0.64,34,1418.9,1.67,0.518,0,67.1,0.2,285,1797,1944
Arkweedy,2024-05-30,1490,3.93,23,1232.5,1.67,0.596,0,177.1,298.0,40,1550,1895
Arkweedy,2024-07-15,1683,5.67,27,1325.3,5.0,0.612,0,43.9,14.4,95,1801,1868
Arkweedy,2024-10-06,1701,7.99,31,1400.9,3.67,0.572,0,69.5,11.4,228,1868,2005
Arkweedy,2024-12-28,1892,8.3,33,1458.7,3.33,0.599,0,55.1,12.4,336,1918,1710
Arkweedy,2025-03-10,1896,8.95,33,1498.7,4.0,0.602,0,56.3,13.4,454,1777,1940
MisterRabbit,2023-01-05,1651,3.31,31,1530.5,1.33,0.576,0,168.5,330.2,250,1943,1943
lemon_234,2025-11-10,1637,2.58,19,1155.0,1.67,0.629,0,162.1,327.4,28,1943,1943
practice.cpp1,2024-05-30,1437,8.27,27,1575.3,1.67,0.62,0,176.4,287.4,94,1605,1738
practice.cpp1,2024-07-26,1574,9.79,33,1644.2,2.33,0.632,0,192.9,35.6,191,1738,1851
practice.cpp1,2024-09-29,1650,8.4,34,1662.2,2.0,0.619,0,94.0,3.6,242,1836,1926
practice.cpp1,2024-12-24,1786,7.64,34,1702.6,1.67,0.612,0,45.7,36.2,314,1926,1940
practice.cpp1,2025-01-20,1781,7.74,34,1700.3,2.33,0.608,0,40.2,8.8,348,1926,2008
zyc_ovo,2024-12-20,1241,12.93,22,1153.7,1.67,0.561,0,101.4,248.2,50,1515,1793
zyc_ovo,2025-02-25,1439,6.03,27,1190.1,2.67,0.591,0,131.1,67.4,81,1708,2042
zyc_ovo,2025-03-25,1515,5.85,27,1208.7,2.0,0.598,0,68.4,12.4,102,1767,2042
zyc_ovo,2025-05-05,1616,6.48,29,1263.8,2.67,0.595,0,47.3,36.0,151,2042,2042
zyc_ovo,2025-06-03,1758,8.71,31,1393.1,3.0,0.567,0,45.2,30.0,239,2042,1989
GojoNLP,2021-07-14,833,5.71,25,959.6,1.33,0.448,0,132.3,166.6,178,1257,1732
GojoNLP,2021-07-29,883,5.52,26,971.7,1.67,0.441,0,128.3,105.8,184,1436,1732
GojoNLP,2021-08-01,1055,5.54,28,972.2,2.0,0.443,0,119.1,84.2,187,1436,1732
GojoNLP,2021-08-09,1157,5.42,28,972.0,2.0,0.443,0,112.6,78.4,189,1436,1732
GojoNLP,2021-08-15,1162,5.37,28,972.4,2.33,0.445,0,114.9,64.8,192,1436,1732
SapeginIgor,2025-02-09,1243,2.9,16,887.1,1.67,0.607,0,116.6,248.6,201,1377,1698
SapeginIgor,2025-05-11,1377,3.43,22,914.9,2.0,0.62,0,78.3,22.2,282,1698,1897
SapeginIgor,2025-06-17,1551,4.5,27,978.3,4.0,0.616,0,63.4,30.6,394,1828,1730
SapeginIgor,2025-07-31,1711,5.69,30,1114.8,5.0,0.604,0,65.2,18.8,534,1912,1940
SapeginIgor,2025-09-17,1828,7.35,33,1255.5,4.33,0.612,0,63.8,26.0,740,1730,1940
huangxubin,2021-04-23,1634,0.97,25,1775.5,0.67,0.659,0,526.2,326.8,50,1856,1960
huangxubin,2021-05-02,1779,1.1,25,1689.5,1.33,0.659,0,459.4,80.6,58,1856,1960
huangxubin,2021-05-30,1758,1.2,25,1695.5,1.67,0.663,0,420.3,46.4,68,1856,2028
huangxubin,2021-07-22,1842,1.18,26,1660.0,2.0,0.664,0,66.2,22.8,76,1960,2028
huangxubin,2021-09-12,1877,1.27,27,1650.6,1.0,0.632,0,60.9,29.8,91,2028,2028
paqi,2023-08-26,1265,1.84,18,928.0,1.0,0.707,0,130.6,253.0,26,1231,1359
paqi,2024-02-13,1269,2.38,23,922.0,0.67,0.679,0,110.1,2.6,92,1188,1709
paqi,2024-06-06,1188,2.41,26,1013.1,0.33,0.641,0,80.2,-22.0,132,1735,1765
paqi,2024-07-15,1621,4.12,29,1106.5,2.33,0.623,0,69.8,56.0,249,1781,1728
paqi,2024-08-11,1709,5.77,30,1155.5,4.67,0.62,0,42.8,12.4,371,1781,1728
FFTotoro,2022-12-18,1222,6.36,34,1280.8,0.33,0.537,0,100.9,244.4,413,1676,1554
SpyrosAliv,2023-10-09,921,15.41,17,831.1,1.67,0.604,0,160.8,184.2,46,1346,1513
SpyrosAliv,2024-03-11,1257,10.85,29,987.5,3.67,0.534,0,93.0,-17.8,271,1579,1913
SpyrosAliv,2024-09-14,1913,15.24,33,1191.2,2.67,0.582,1,71.8,52.4,788,1801,1895
SpyrosAliv,2025-02-02,1869,15.46,36,1261.5,3.33,0.589,1,56.5,13.6,1111,1813,1320
SpyrosAliv,2025-08-26,1508,12.9,36,1299.6,3.0,0.587,1,116.0,-51.8,1305,1842,1911
t17,2018-12-18,1267,2.42,21,942.2,0.67,0.267,0,575.4,253.4,83,1203,1158
t17,2020-01-14,1478,3.1,30,1204.7,2.33,0.375,0,53.7,-4.8,280,1546,1556
t17,2020-11-15,1695,3.57,35,1273.0,4.33,0.43,0,70.1,-0.8,479,1700,1876
t17,2021-08-29,1485,3.81,36,1289.1,3.0,0.462,0,80.0,-75.2,666,1673,1816
t17,2022-03-11,1884,4.41,36,1289.0,5.0,0.491,0,58.2,20.6,893,1838,1567
Policarpo,2017-01-06,1446,2.38,20,1283.7,1.33,0.518,0,559.8,289.2,62,1449,1548
Policarpo,2017-10-01,1633,1.82,23,1324.2,3.33,0.565,0,77.4,-15.6,117,1596,1792
Policarpo,2018-01-05,1596,2.29,27,1343.8,3.67,0.58,0,34.3,-19.6,179,1792,1847
Policarpo,2018-05-21,1883,2.51,28,1412.3,2.33,0.588,0,65.3,23.4,245,1870,1816
Policarpo,2019-01-13,1771,3.15,29,1452.1,3.0,0.575,0,53.1,-23.4,413,1640,1691
aksht226,2019-11-06,1370,0.65,12,1030.4,1.0,0.681,0,567.5,274.0,24,1682,1680
aksht226,2019-12-14,1470,1.2,19,1168.0,2.0,0.536,0,421.2,20.0,51,1682,1680
aksht226,2019-12-27,1567,1.6,23,1215.7,3.67,0.57,0,42.7,19.4,71,1682,1828
aksht226,2020-06-20,1729,3.03,28,1297.6,1.0,0.588,0,44.0,32.4,211,1917,1917
aksht226,2020-12-30,1837,2.52,30,1310.7,0.33,0.595,0,48.6,21.6,245,1750,1763
starplatinumzawarudo,2022-02-22,1355,4.97,25,1400.0,1.0,0.555,0,148.4,271.0,160,1471,1368
starplatinumzawarudo,2022-06-18,1568,4.92,26,1332.6,3.0,0.561,0,67.8,61.6,240,1538,1558
starplatinumzawarudo,2023-01-24,1558,5.46,32,1388.1,0.33,0.574,0,62.5,4.0,438,1629,1648
starplatinumzawarudo,2024-12-08,1746,5.78,35,1445.6,2.0,0.579,0,85.2,35.4,1028,1794,1794
Fishing_Boat,2025-02-02,1751,3.22,35,1991.8,0.67,0.505,0,69.1,350.2,419,1993,2080
_HDH,2022-03-04,997,0.96,18,916.7,1.0,0.636,0,122.4,199.4,36,1353,1506
_HDH,2022-04-21,1036,1.3,21,1048.3,2.33,0.578,0,132.1,11.2,58,1498,1645
_HDH,2022-06-12,1326,1.66,23,1124.4,2.0,0.555,0,73.8,55.8,86,1455,1645
_HDH,2022-07-16,1486,2.29,26,1159.2,2.67,0.556,0,79.2,26.6,130,1645,1772
_HDH,2022-08-06,1428,2.79,29,1182.6,3.67,0.57,0,76.3,19.0,167,1645,1686
likithreddy949,2025-04-19,1455,5.35,16,1076.2,1.67,0.758,0,118.6,291.0,21,1343,1477
likithreddy949,2025-05-01,1549,6.03,20,1111.8,3.0,0.669,0,174.4,50.6,34,1343,1497
likithreddy949,2025-08-21,1249,2.22,20,1158.3,1.0,0.621,0,112.8,-69.8,48,1527,1807
likithreddy949,2025-09-07,1524,2.66,22,1153.1,2.0,0.641,0,88.7,37.2,64,1654,1855
likithreddy949,2025-10-03,1644,2.92,22,1158.0,3.33,0.661,0,64.1,43.0,81,1610,1939
Fusion15,2024-07-30,992,1.36,13,918.2,1.0,0.606,0,177.5,198.4,22,1423,1636
Fusion15,2024-10-27,1387,3.98,23,1000.9,5.0,0.489,0,83.4,29.0,115,1636,1675
Fusion15,2025-03-10,1663,6.87,32,1139.4,2.33,0.535,0,46.1,-3.8,330,1835,1777
Fusion15,2025-06-21,1809,7.84,35,1201.8,4.33,0.56,0,52.7,30.0,492,1722,1771
Fusion15,2025-10-06,1749,10.31,35,1321.6,4.0,0.56,0,52.1,-5.6,803,1738,1911
MoonLe,2025-03-10,1229,8.57,26,1280.9,1.67,0.48,0,121.9,245.8,136,1694,1732
MoonLe,2025-03-17,1325,8.77,27,1281.1,2.0,0.485,0,136.5,116.8,148,1706,1732
MoonLe,2025-03-25,1365,10.77,27,1313.9,2.67,0.515,0,141.5,42.4,194,1711,1898
MoonLe,2025-04-08,1324,14.24,29,1379.6,3.33,0.541,0,120.1,7.8,285,1711,1882
MoonLe,2025-04-24,1496,15.34,29,1387.3,4.0,0.56,0,67.0,40.4,342,1681,1938
TheSunrise,2024-10-06,1164,14.84,25,1092.9,1.67,0.569,0,129.1,232.8,46,1669,1628
TheSunrise,2024-12-20,1589,19.62,32,1394.6,7.33,0.599,0,33.7,9.2,272,1721,1888
TheSunrise,2025-04-05,1628,23.88,35,1560.3,5.0,0.608,1,85.6,-9.4,693,1883,2032
TheSunrise,2025-08-24,2014,24.58,36,1588.8,3.67,0.575,1,75.4,26.2,1208,1922,1841
TheSunrise,2025-11-23,1922,26.78,37,1586.6,6.0,0.574,1,52.6,-3.4,1664,1841,1851
ceciver,2022-06-25,1354,8.42,22,1215.0,1.67,0.671,0,174.5,270.8,41,1642,1730
ceciver,2022-09-19,1538,10.2,30,1369.2,5.67,0.599,0,59.3,9.8,175,1777,1663
ceciver,2023-01-05,1598,9.54,33,1381.5,3.67,0.623,0,76.3,-4.8,311,1732,1749
ceciver,2023-04-20,1732,10.05,34,1439.7,5.0,0.621,0,64.5,4.4,478,1743,1631
ceciver,2023-12-24,1642,7.94,35,1435.4,1.67,0.619,0,53.8,2.2,659,1882,1644
kingshukpatra11,2025-03-25,1473,4.29,29,1320.7,1.67,0.539,0,114.0,294.6,92,1636,1636
Floze3,2024-03-19,1326,7.2,31,1755.5,1.0,0.467,0,158.9,265.2,248,1700,1809
overnap,2021-10-03,1367,0.65,20,1120.0,1.67,0.691,0,197.4,273.4,25,1565,1785
overnap,2022-02-06,1756,2.5,26,1258.2,5.33,0.745,0,24.1,25.0,141,1907,1907
overnap,2022-12-12,1783,2.51,28,1307.5,3.67,0.724,0,42.5,-21.0,253,1854,1992
overnap,2023-05-05,1913,3.05,29,1341.1,3.67,0.715,0,65.1,13.6,370,1956,2108
overnap,2025-02-11,2046,2.79,33,1408.9,3.67,0.671,0,55.6,3.4,597,1857,1994
GidrAcH,2022-08-20,1320,5.66,16,930.8,1.67,0.841,0,173.2,264.0,13,1523,1589
GidrAcH,2022-09-19,1711,5.32,25,1128.6,3.0,0.72,0,157.4,65.2,35,1523,1693
GidrAcH,2022-09-30,1577,5.52,26,1106.7,4.33,0.718,1,109.9,7.0,45,1523,1693
GidrAcH,2022-10-15,1549,5.63,26,1100.0,5.67,0.717,0,77.1,-12.0,58,1523,1693
GidrAcH,2022-10-23,1618,6.58,26,1118.7,7.0,0.706,0,40.4,23.0,75,1523,1693
ProofByWA,2022-03-27,1356,8.31,28,1515.5,1.67,0.623,0,85.8,271.2,58,1623,1814
ProofByWA,2022-04-22,1588,7.86,32,1438.6,3.33,0.63,0,130.1,46.4,84,1623,1744
ProofByWA,2022-05-08,1570,8.32,32,1386.0,5.0,0.628,0,36.1,-3.6,108,1623,1643
ProofByWA,2022-09-02,1637,9.67,36,1478.6,1.0,0.602,0,70.9,13.4,287,1643,1718
ProofByWA,2022-10-29,1744,10.26,36,1464.7,2.67,0.602,0,79.9,21.4,388,1775,1718
YORIII,2023-07-21,995,1.83,22,993.9,1.0,0.604,0,122.5,199.0,34,965,1010
YORIII,2024-02-19,1010,1.1,23,1001.9,0.67,0.607,0,106.0,-3.8,54,1210,1342
YORIII,2024-04-12,1200,1.61,26,1032.2,2.0,0.601,0,57.2,23.0,91,1210,1229
YORIII,2024-08-06,1310,2.06,27,1018.0,1.33,0.627,0,52.7,22.0,151,1229,1232
YORIII,2025-02-25,1190,2.0,28,1010.3,1.0,0.628,0,46.7,-24.2,204,1528,1606
ash_98,2018-11-12,1064,5.2,17,895.7,1.67,0.51,0,580.7,212.8,94,1107,1058
ash_98,2019-10-22,1336,6.53,30,1189.4,7.33,0.525,0,30.6,12.6,439,1445,1533
ash_98,2020-04-15,1513,9.45,36,1308.8,9.33,0.552,0,73.4,-4.0,873,1496,1464
ash_98,2020-11-17,1699,12.53,37,1395.1,7.67,0.543,0,67.9,26.8,1544,1773,1739
ash_98,2021-07-30,1715,13.46,37,1440.2,6.33,0.556,0,61.4,16.2,2148,1736,1748
inferno_tower,2024-06-03,1576,5.18,23,1079.2,1.67,0.639,0,132.6,315.2,121,1795,1795
inferno_tower,2024-06-06,1640,5.3,23,1088.8,2.0,0.644,0,153.0,228.0,126,1795,1795
NotMyFault,2023-08-12,1314,2.24,16,1023.5,1.67,0.678,0,124.4,262.8,17,1487,1605
NotMyFault,2024-01-27,1629,1.33,23,1188.1,1.33,0.703,0,87.0,43.2,42,1624,1548
NotMyFault,2024-04-21,1505,1.44,23,1184.1,2.0,0.683,0,53.6,-15.0,63,1548,1384
NotMyFault,2024-05-31,1744,1.64,23,1185.2,2.67,0.688,0,75.7,24.0,81,1474,1717
NotMyFault,2024-06-30,1673,2.12,27,1210.5,4.67,0.668,0,95.3,9.4,114,1384,1582
real_cupsize,2019-07-17,1923,13.46,22,1644.4,1.67,0.676,0,613.4,384.6,54,2160,2183
real_cupsize,2020-01-19,2183,6.84,31,1638.9,4.33,0.633,0,59.2,15.4,209,2144,2047
real_cupsize,2020-10-17,2234,4.88,32,1664.6,2.33,0.64,0,68.6,26.4,339,2217,2273
real_cupsize,2021-10-17,2254,3.46,32,1655.9,2.33,0.646,0,106.7,87.4,421,2119,2130
real_cupsize,2023-12-01,2088,3.13,34,1606.1,3.0,0.608,0,95.6,19.0,726,2065,1796
BLACKPINK,2021-12-20,1413,1.8,17,1062.5,1.33,0.571,0,108.0,282.6,24,1934,1934
Kideri,2016-09-23,1343,0.69,13,1016.7,1.33,0.818,1,615.1,268.6,9,1366,1432
Kideri,2016-11-24,1392,2.97,22,1140.0,1.67,0.622,0,456.0,9.8,65,1432,1432
Kideri,2017-06-07,1432,4.35,26,1126.2,0.0,0.556,0,52.9,8.0,217,1680,1739
Kideri,2017-09-04,1664,5.39,31,1282.1,1.67,0.47,0,60.6,46.4,337,1739,1741
Kideri,2017-10-15,1688,6.04,31,1289.7,2.67,0.481,0,62.3,4.8,413,1792,1658
algohary,2022-12-19,1214,21.87,22,989.9,1.67,0.654,0,168.8,242.8,109,1331,1510
algohary,2023-04-04,1331,20.07,29,1216.5,2.67,0.604,0,38.8,19.8,404,1510,1496
algohary,2023-07-25,1434,24.5,34,1289.0,2.33,0.579,0,52.0,7.8,885,1487,1340
algohary,2023-10-22,1480,27.94,36,1336.0,4.0,0.574,0,53.8,0.2,1364,1340,1635
tjf4,2023-10-22,1303,5.95,27,1390.5,0.33,0.604,0,185.1,260.6,264,1506,1537
3.14IQ,2020-07-01,902,23.51,17,832.7,1.67,0.585,0,157.6,180.4,107,1287,1351
3.14IQ,2020-09-27,1299,18.44,30,1031.4,3.67,0.538,0,93.6,7.0,316,1351,1351
3.14IQ,2022-08-18,1462,3.92,31,1124.5,0.33,0.549,0,64.8,22.2,454,1708,1670
3.14IQ,2022-10-29,1787,4.86,33,1220.6,4.0,0.567,0,54.1,31.0,612,1708,1835
3.14IQ,2023-03-12,1982,4.78,34,1248.5,3.0,0.57,0,65.2,47.8,693,1835,1817
Edvard,2010-04-08,1497,3.05,16,1476.2,1.67,0.623,0,604.6,299.4,21,1734,1660
Edvard,2011-06-07,2104,2.07,26,1759.3,3.0,0.652,0,100.8,28.8,140,2092,2112
Edvard,2012-06-29,2197,2.71,31,1778.1,2.67,0.549,0,64.8,-9.6,334,2153,2210
Edvard,2013-07-14,2370,3.35,32,1812.5,2.33,0.556,0,58.7,37.8,593,2311,2311
Edvard,2016-01-15,2262,3.13,34,1883.0,2.0,0.54,0,96.2,17.8,963,2448,2280
Quyetvv,2025-02-28,1917,1.22,22,1451.6,0.0,0.689,0,212.5,383.4,41,2098,2098
huxch135,2020-01-04,1589,9.35,16,1345.8,1.67,0.639,0,618.1,317.8,24,1672,1777
huxch135,2020-05-28,1898,5.97,29,1467.6,2.67,0.605,0,49.6,24.4,139,1918,2037
huxch135,2020-08-14,1978,9.26,33,1574.3,6.0,0.607,0,69.7,28.2,319,1942,2037
huxch135,2020-11-15,1942,11.5,35,1547.3,4.67,0.621,0,58.9,-13.8,549,2037,2037
huxch135,2023-09-30,2116,8.19,36,1589.6,2.0,0.608,0,58.0,-1.0,1619,1877,2114
pengin,2023-12-18,1105,2.43,19,888.0,1.67,0.707,0,104.8,221.0,25,1528,1528
pengin,2023-12-19,1185,2.97,19,932.3,2.0,0.642,0,109.1,155.2,31,1528,1528
pengin,2023-12-30,1259,2.91,19,934.3,2.33,0.592,0,109.9,123.0,35,1528,1528
pengin,2024-01-06,1266,4.92,20,1037.5,2.67,0.6,0,117.6,84.4,64,1528,1528
pengin,2024-01-15,1331,5.45,20,1039.7,2.67,0.618,0,114.7,64.2,78,1528,1528
HossamHero7,2020-10-27,963,38.96,20,935.2,1.67,0.559,0,102.9,192.6,145,1078,1170
HossamHero7,2021-06-10,1075,12.69,31,1105.0,0.67,0.513,0,51.2,0.0,457,1212,1212
HossamHero7,2024-06-06,1612,5.5,34,1187.3,2.33,0.522,0,71.7,-15.8,1056,1666,1688
HossamHero7,2024-10-19,1741,5.26,34,1191.0,3.33,0.528,0,37.5,8.6,1112,1703,1677
_tran.haian_0317.,2025-04-21,1319,1.32,23,1004.7,0.33,0.616,0,127.2,263.8,46,1572,1731
_tran.haian_0317.,2025-04-24,1348,1.44,23,1004.2,0.67,0.614,0,145.4,178.8,51,1572,1731
_tran.haian_0317.,2025-04-26,1373,1.49,23,1008.0,1.0,0.617,0,151.6,115.4,53,1572,1731
_tran.haian_0317.,2025-05-31,1352,1.53,25,1069.0,1.33,0.637,0,159.0,63.2,62,1610,1731
_tran.haian_0317.,2025-06-03,1506,1.56,25,1065.0,1.67,0.639,0,150.0,53.0,64,1610,1731
e_n1cat_,2024-01-13,1218,38.15,24,1123.5,1.67,0.676,0,95.5,243.6,119,1617,1712
e_n1cat_,2024-02-17,1501,34.09,27,1188.8,3.0,0.648,0,122.4,77.4,277,1748,1610
e_n1cat_,2024-03-05,1644,31.95,29,1232.1,4.33,0.632,0,73.2,62.2,337,1770,1610
e_n1cat_,2024-04-12,1695,32.23,32,1324.9,3.67,0.631,0,69.0,24.4,515,1712,1599
e_n1cat_,2024-04-30,1751,31.32,33,1331.4,4.33,0.631,0,65.4,29.2,581,1712,1599
lrnnz,2024-10-28,1015,10.72,22,945.2,1.67,0.479,0,144.3,203.0,104,996,1368
lrnnz,2025-04-08,1517,6.58,32,1039.9,3.33,0.53,1,95.3,57.6,216,1606,1806
lrnnz,2025-06-21,1606,7.58,32,1134.4,5.67,0.564,0,59.0,20.8,329,1777,1787
lrnnz,2025-10-06,1806,12.67,37,1381.3,4.0,0.608,0,46.7,30.2,742,1883,1938
lrnnz,2025-12-27,1787,14.13,38,1421.4,5.33,0.611,0,43.9,-14.0,995,1887,1932
unhindered,2023-12-30,1017,20.98,19,940.2,1.67,0.533,0,93.8,203.4,108,1287,1409
unhindered,2024-05-26,1206,10.77,24,1112.1,2.67,0.544,0,54.7,5.8,283,1632,1642
unhindered,2025-01-20,1655,6.29,31,1174.1,1.33,0.548,0,58.5,39.0,380,1734,1652
unhindered,2025-04-21,1734,5.9,31,1197.0,4.0,0.554,0,85.5,20.6,433,1652,1604
unhindered,2025-08-24,1664,5.33,31,1205.2,2.0,0.557,0,71.0,10.0,487,1690,1822
Igorjan94,2012-11-11,1401,0.37,16,1261.5,0.67,0.744,0,582.8,280.2,13,1521,1650
Igorjan94,2015-02-08,1924,1.73,29,1307.8,1.67,0.503,0,103.3,30.8,263,1857,1857
Igorjan94,2017-12-29,1771,2.2,33,1438.3,0.67,0.571,0,66.3,15.6,668,1731,1985
Igorjan94,2019-11-19,1984,2.57,35,1514.4,1.67,0.579,0,43.4,12.0,1031,1807,1707
Igorjan94,2021-07-07,2016,2.9,37,1537.6,2.33,0.585,0,75.5,38.8,1411,1941,1946
WolfBlue,2017-11-19,1487,2.58,26,1352.5,0.67,0.599,0,604.1,297.4,69,1717,1684
WolfBlue,2018-06-11,1650,3.89,31,1425.1,2.0,0.615,0,62.0,-28.4,217,1696,1717
WolfBlue,2019-01-06,1901,4.0,33,1467.6,2.33,0.605,0,77.5,45.0,342,1865,1928
WolfBlue,2020-03-03,1872,4.01,33,1545.8,0.67,0.578,0,45.1,-15.2,586,1928,1928
WolfBlue,2021-02-18,1816,3.63,34,1543.3,2.0,0.585,0,67.7,-7.8,712,1985,1856
xludoud,2026-01-12,1361,1.27,20,1043.2,1.0,0.678,1,129.5,272.2,37,1624,1931
RealAryan,2024-02-19,1190,4.02,19,977.8,1.67,0.622,0,183.0,238.0,72,1431,1624
RealAryan,2024-06-25,1445,11.71,31,1170.9,1.33,0.61,0,51.2,41.4,422,1624,1603
RealAryan,2024-07-26,1456,15.47,32,1192.8,3.33,0.581,0,57.8,-5.4,626,1624,1828
RealAryan,2024-12-20,1673,16.22,36,1288.2,1.0,0.576,0,57.8,26.8,997,1687,1921
RealAryan,2025-02-02,1785,16.91,36,1335.5,3.33,0.571,0,56.4,22.6,1146,1921,1921
chikel,2024-04-06,1313,2.49,20,1056.0,1.67,0.658,0,158.9,262.6,30,1721,1709
chikel,2024-04-27,1518,3.72,24,1165.3,3.33,0.646,0,166.9,41.0,56,1640,1778
chikel,2024-05-26,1648,7.51,28,1244.4,5.0,0.575,0,72.1,26.0,144,1661,1728
chikel,2024-07-23,1622,7.94,30,1346.9,3.33,0.584,0,74.4,-5.2,218,1778,1789
chikel,2024-09-29,1736,9.06,32,1407.4,2.33,0.599,0,71.9,22.8,337,1789,1818
suncup224,2021-10-24,1763,1.84,28,1581.8,0.0,0.627,0,163.8,352.6,88,1929,1941
KiloJoule,2025-01-19,1558,2.41,22,1213.8,1.67,0.612,1,204.9,311.6,29,1686,1650
KiloJoule,2025-01-20,1710,2.55,22,1212.9,2.0,0.611,0,196.3,231.6,31,1686,1650
KiloJoule,2025-02-27,1602,2.39,22,1259.5,1.67,0.647,0,227.9,117.6,42,1561,1650
KiloJoule,2025-04-05,1651,2.01,22,1256.5,1.0,0.658,0,221.3,75.6,46,1650,1683
KiloJoule,2025-04-19,1750,1.93,22,1243.8,1.33,0.656,0,211.4,29.6,48,1650,1666
bxjz,2025-08-24,1821,5.57,35,1986.0,0.0,0.501,0,45.3,364.2,1399,2014,2014
quandinh37,2023-12-05,1297,1.28,16,980.0,1.0,0.773,0,119.3,259.4,25,1406,1363
quandinh37,2023-12-24,1357,1.21,16,988.9,1.33,0.68,0,131.8,181.0,27,1406,1363
quandinh37,2023-12-28,1284,1.49,18,997.1,1.33,0.648,0,160.8,103.2,34,1406,1363
quandinh37,2024-01-06,1396,1.49,18,986.1,1.67,0.648,0,152.3,74.8,36,1406,1363
quandinh37,2024-01-15,1372,1.61,18,980.5,1.67,0.656,0,156.5,47.2,41,1397,1363
33DAI,2016-09-23,1416,0.36,13,1135.3,0.0,0.769,0,470.8,-14.4,17,1311,1311
33DAI,2017-12-28,1311,0.21,14,1166.7,0.0,0.776,0,40.1,-28.8,24,1325,1408
HuynhGiangNhatKhang,2025-11-29,1266,4.77,21,1039.3,1.67,0.577,0,148.1,253.2,28,1521,1772
HuynhGiangNhatKhang,2026-02-15,1419,2.59,21,1109.3,0.67,0.598,0,140.2,197.4,44,1816,1928
HuynhGiangNhatKhang,2026-02-25,1544,2.55,22,1113.0,0.67,0.606,0,135.6,136.6,47,1772,1928
HuynhGiangNhatKhang,2026-02-27,1521,2.78,23,1107.8,0.67,0.609,0,150.2,94.4,52,1772,1928
HuynhGiangNhatKhang,2026-03-08,1523,2.7,23,1111.3,1.0,0.612,0,153.5,69.6,54,1877,1928
WhySoSerious16,2024-10-14,1125,57.37,30,1253.3,1.67,0.593,0,149.9,225.0,353,1677,1740
